16:23:55,447,0
16:23:55,447,0
16:23:55,447,0
16:23:55,447,0
16:23:55,450,0
16:23:55,447,0
16:23:55,450,0
16:23:55,447,0
16:23:56,450,0
16:23:56,447,0
16:23:56,450,0
16:23:56,450,0
16:23:56,446,0
16:23:56,447,0
16:23:56,447,0
16:23:56,447,0
16:23:56,448,0
16:23:56,448,0
16:23:56,446,0
16:23:56,447,0
16:23:56,447,0
16:23:56,447,0
16:23:56,449,0
16:23:56,447,0
16:23:56,447,0
16:23:56,447,0
16:23:56,447,0
16:23:57,447,0
16:23:57,447,0
16:23:57,447,0
16:23:57,447,0
16:23:57,447,0
16:23:57,450,0
16:23:57,448,0
16:23:57,450,0
16:23:57,448,0
16:23:57,450,0
16:23:57,447,0
16:23:57,450,0
16:23:57,448,0
16:23:57,448,0
16:23:57,448,0
16:23:57,450,0
16:23:57,448,0
16:23:57,448,0
16:23:57,448,0
16:23:57,448,0
16:23:58,448,0
16:23:58,447,0
16:23:58,448,0
16:23:58,449,0
16:23:58,448,0
16:23:58,447,0
16:23:58,447,0
16:23:58,447,0
16:23:58,447,0
16:23:58,448,0
16:23:58,448,0
16:23:58,448,0
16:23:58,450,0
16:23:58,447,0
16:23:58,450,0
16:23:58,448,0
16:23:58,451,0
16:23:58,448,0
16:23:58,450,0
16:23:59,447,0
16:23:59,451,0
16:23:59,447,0
16:23:59,448,0
16:23:59,447,0
16:23:59,448,0
16:23:59,447,0
16:23:59,447,0
16:23:59,447,0
16:23:59,447,0
16:23:59,449,0
16:23:59,449,0
16:23:59,446,0
16:23:59,446,0
16:23:59,447,0
16:23:59,447,0
16:23:59,447,0
16:23:59,447,0
16:23:59,447,0
16:23:59,447,0
16:24:0,447,0
16:24:0,450,0
16:24:0,447,0
16:24:0,449,0
16:24:0,450,0
16:24:0,448,0
16:24:0,446,0
16:24:0,449,0
16:24:0,446,0
16:24:0,450,0
16:24:0,450,0
16:24:0,447,0
16:24:0,447,0
16:24:0,450,0
16:24:0,447,0
16:24:0,447,0
16:24:0,446,0
16:24:0,446,0
16:24:0,447,0
16:24:1,447,0
16:24:1,446,0
16:24:1,447,0
16:24:1,447,0
16:24:1,447,0
16:24:1,447,0
16:24:1,447,0
16:24:1,447,0
16:24:1,447,0
16:24:1,447,0
16:24:1,449,0
16:24:1,447,0
16:24:1,449,0
16:24:1,446,0
16:24:1,449,0
16:24:1,447,0
16:24:1,450,0
16:24:1,447,0
16:24:1,449,0
16:24:1,446,0
16:24:2,449,0
16:24:2,448,0
16:24:2,446,0
16:24:2,446,0
16:24:2,447,0
16:24:2,448,0
16:24:2,446,0
16:24:2,446,0
16:24:2,446,0
16:24:2,448,0
16:24:2,446,0
16:24:2,446,0
16:24:2,446,0
16:24:2,447,0
16:24:2,447,0
16:24:2,447,0
16:24:2,447,0
16:24:2,447,0
16:24:2,449,0
16:24:3,446,0
16:24:3,449,0
16:24:3,447,0
16:24:3,449,0
16:24:3,447,0
16:24:3,450,0
16:24:3,447,0
16:24:3,450,0
16:24:3,447,0
16:24:3,447,0
16:24:3,447,0
16:24:3,447,0
16:24:3,447,0
16:24:3,447,0
16:24:3,447,0
16:24:3,447,0
16:24:3,447,0
16:24:3,447,0
16:24:3,447,0
16:24:3,447,0
16:24:4,447,0
16:24:4,447,0
16:24:4,447,0
16:24:4,447,0
16:24:4,447,0
16:24:4,450,0
16:24:4,447,0
16:24:4,449,0
16:24:4,447,0
16:24:4,449,0
16:24:4,447,0
16:24:4,450,0
16:24:4,447,0
16:24:4,449,0
16:24:4,449,0
16:24:4,455,0
16:24:4,446,0
16:24:4,447,0
16:24:4,447,0
16:24:5,447,0
16:24:5,447,0
16:24:5,447,0
16:24:5,447,0
16:24:5,447,0
16:24:5,447,0
16:24:5,447,0
16:24:5,447,0
16:24:5,447,0
16:24:5,447,0
16:24:5,448,0
16:24:5,447,0
16:24:5,450,0
16:24:5,447,0
16:24:5,447,0
16:24:5,447,0
16:24:5,450,0
16:24:5,447,0
16:24:5,450,0
16:24:6,447,0
16:24:6,450,0
16:24:6,447,0
16:24:6,450,0
16:24:6,448,0
16:24:6,451,0
16:24:6,448,0
16:24:6,450,0
16:24:6,447,0
16:24:6,447,0
16:24:6,447,0
16:24:6,447,0
16:24:6,447,0
16:24:6,448,0
16:24:6,448,0
16:24:6,448,0
16:24:6,448,0
16:24:6,448,0
16:24:6,448,0
16:24:6,448,0
16:24:7,448,0
16:24:7,448,0
16:24:7,448,0
16:24:7,448,0
16:24:7,448,0
16:24:7,451,0
16:24:7,448,0
16:24:7,451,0
16:24:7,448,0
16:24:7,451,0
16:24:7,448,0
16:24:7,451,0
16:24:7,448,0
16:24:7,451,0
16:24:7,448,0
16:24:7,448,0
16:24:7,449,0
16:24:7,448,0
16:24:7,448,0
16:24:8,448,0
16:24:8,448,0
16:24:8,448,0
16:24:8,448,0
16:24:8,448,0
16:24:8,448,0
16:24:8,449,0
16:24:8,450,0
16:24:8,450,0
16:24:8,448,0
16:24:8,450,0
16:24:8,447,0
16:24:8,448,0
16:24:8,448,0
16:24:8,451,0
16:24:8,448,0
16:24:8,451,0
16:24:8,449,0
16:24:8,451,0
16:24:8,449,0
16:24:9,451,0
16:24:9,449,0
16:24:9,452,0
16:24:9,449,0
16:24:9,449,0
16:24:9,449,0
16:24:9,449,0
16:24:9,449,0
16:24:9,449,0
16:24:9,452,0
16:24:9,449,0
16:24:9,448,0
16:24:9,448,0
16:24:9,448,0
16:24:9,448,0
16:24:9,449,0
16:24:9,449,0
16:24:9,449,0
16:24:9,449,0
16:24:10,449,0
16:24:10,449,0
16:24:10,450,0
16:24:10,452,0
16:24:10,450,0
16:24:10,452,0
16:24:10,450,0
16:24:10,452,0
16:24:10,453,0
16:24:10,451,0
16:24:10,449,0
16:24:10,452,0
16:24:10,449,0
16:24:10,449,0
16:24:10,449,0
16:24:10,449,0
16:24:10,450,0
16:24:10,450,0
16:24:10,449,0
16:24:10,449,0
16:24:11,450,0
16:24:11,450,0
16:24:11,449,0
16:24:11,449,0
16:24:11,450,0
16:24:11,449,0
16:24:11,449,0
16:24:11,449,0
16:24:11,449,0
16:24:11,450,0
16:24:11,450,0
16:24:11,452,0
16:24:11,450,0
16:24:11,452,0
16:24:11,450,0
16:24:11,452,0
16:24:11,450,0
16:24:11,452,0
16:24:11,450,0
16:24:12,453,0
16:24:12,450,0
16:24:12,450,0
16:24:12,450,0
16:24:12,450,0
16:24:12,450,0
16:24:12,450,0
16:24:12,450,0
16:24:12,451,0
16:24:12,453,0
16:24:12,449,0
16:24:12,449,0
16:24:12,452,0
16:24:12,450,0
16:24:12,449,0
